BoardNumber	Depth	VDP	Board	Shift
3  0.164  45.73  B3  B
4  0.164  46.4  B4  B
5  0.164  43.27  B5  B
6  0.164  45.51  B6  B
7  0.164  44.76  B7  B
8  0.164  46.26  B8  B
9  0.164  46.16  B9  B
10  0.164  44.42  B10  B
11  0.164  44.58  B11  B
1  0.166  43.19  B1  B
2  0.166  46.51  B2  B
3  0.166  45.34  B3  B
4  0.166  46.67  B4  B
5  0.166  43.27  B5  B
6  0.166  45.51  B6  B
7  0.166  44.56  B7  B
8  0.166  46.06  B8  B
9  0.166  46.36  B9  B
10  0.166  44.49  B10  B
11  0.166  44.65  B11  B
1  0.168  43  B1  B
2  0.168  46.38  B2  B
3  0.168  45.27  B3  B
4  0.168  46.47  B4  B
5  0.168  43.15  B5  B
6  0.168  45.44  B6  B
7  0.168  44.5  B7  B
8  0.168  45.99  B8  B
9  0.168  46.09  B9  B
10  0.168  44.1  B10  B
11  0.168  44.2  B11  B
1  0.17  43.06  B1  B
2  0.17  46.24  B2  B
3  0.17  45.66  B3  B
4  0.17  46.47  B4  B
5  0.17  43.15  B5  B
6  0.17  45.44  B6  B
7  0.17  44.31  B7  B
8  0.17  45.6  B8  B
9  0.17  46.23  B9  B
10  0.17  44.29  B10  B
11  0.17  44.26  B11  B
1  0.172  42.88  B1  B
2  0.172  46.58  B2  B
3  0.172  45.4  B3  B
4  0.172  46.27  B4  B
5  0.172  42.71  B5  B
6  0.172  45.97  B6  B
7  0.172  44.63  B7  B
8  0.172  45.53  B8  B
9  0.172  46.29  B9  B
10  0.172  44.29  B10  B
11  0.172  44.39  B11  B
1  0.174  43.06  B1  B
2  0.174  46.31  B2  B
3  0.174  45.4  B3  B
4  0.174  46.13  B4  B
5  0.174  42.52  B5  B
6  0.174  45.97  B6  B
7  0.174  44.31  B7  B
8  0.174  45.86  B8  B
9  0.174  46.43  B9  B
10  0.174  44.1  B10  B
11  0.174  44.65  B11  B
1  0.176  42.94  B1  B
2  0.176  46.38  B2  B
3  0.176  45.34  B3  B
4  0.176  46.07  B4  B
5  0.176  42.27  B5  B
6  0.176  45.51  B6  B
7  0.176  44.37  B7  B
8  0.176  45.53  B8  B
9  0.176  46.49  B9  B
10  0.176  44.42  B10  B
11  0.176  44.65  B11  B
1  0.178  42.69  B1  B
2  0.178  45.91  B2  B
3  0.178  45.08  B3  B
4  0.178  46.13  B4  B
5  0.178  42.58  B5  B
6  0.178  45.64  B6  B
7  0.178  44.82  B7  B
8  0.178  45.73  B8  B
9  0.178  46.16  B9  B
10  0.178  44.17  B10  B
11  0.178  44.46  B11  B
1  0.18  42.57  B1  B
2  0.18  45.58  B2  B
3  0.18  45.53  B3  B
4  0.18  46.07  B4  B
5  0.18  42.46  B5  B
6  0.18  45.51  B6  B
7  0.18  44.76  B7  B
8  0.18  45.2  B8  B
9  0.18  46.09  B9  B
10  0.18  44.29  B10  B
11  0.18  44.46  B11  B
1  0.182  42.21  B1  B
2  0.182  46.31  B2  B
3  0.182  45.34  B3  B
4  0.182  46.2  B4  B
5  0.182  42.15  B5  B
6  0.182  45.44  B6  B
7  0.182  44.56  B7  B
8  0.182  45.47  B8  B
9  0.182  46.23  B9  B
10  0.182  43.91  B10  B
11  0.182  44.65  B11  B
1  0.184  42.63  B1  B
2  0.184  46.38  B2  B
3  0.184  45.14  B3  B
4  0.184  46.13  B4  B
5  0.184  42.4  B5  B
6  0.184  45.77  B6  B
7  0.184  44.89  B7  B
8  0.184  45.33  B8  B
9  0.184  45.96  B9  B
10  0.184  44.23  B10  B
11  0.184  44.58  B11  B
1  0.186  42.33  B1  B
2  0.186  46.24  B2  B
3  0.186  45.47  B3  B
4  0.186  46.4  B4  B
5  0.186  42.02  B5  B
6  0.186  45.77  B6  B
7  0.186  44.18  B7  B
8  0.186  45.14  B8  B
9  0.186  46.09  B9  B
10  0.186  43.85  B10  B
11  0.186  44.65  B11  B
1  0.188  42.03  B1  B
2  0.188  46.05  B2  B
3  0.188  45.27  B3  B
4  0.188  46.07  B4  B
5  0.188  42.21  B5  B
6  0.188  45.64  B6  B
7  0.188  44.5  B7  B
8  0.188  45.2  B8  B
9  0.188  46.03  B9  B
10  0.188  43.85  B10  B
11  0.188  44.58  B11  B
1  0.19  42.15  B1  B
2  0.19  46.24  B2  B
3  0.19  45.27  B3  B
4  0.19  46.07  B4  B
5  0.19  42.15  B5  B
6  0.19  45.7  B6  B
7  0.19  44.89  B7  B
8  0.19  45.01  B8  B
9  0.19  46.09  B9  B
10  0.19  43.47  B10  B
11  0.19  44.33  B11  B
1  0.192  42.21  B1  B
2  0.192  46.11  B2  B
3  0.192  45.27  B3  B
4  0.192  46.2  B4  B
5  0.192  42.02  B5  B
6  0.192  45.38  B6  B
7  0.192  44.69  B7  B
8  0.192  45.01  B8  B
9  0.192  46.09  B9  B
10  0.192  43.53  B10  B
11  0.192  44.14  B11  B
1  0.194  41.97  B1  B
2  0.194  45.45  B2  B
3  0.194  45.34  B3  B
4  0.194  46.27  B4  B
5  0.194  42.21  B5  B
6  0.194  45.97  B6  B
7  0.194  44.24  B7  B
8  0.194  45.2  B8  B
9  0.194  45.96  B9  B
10  0.194  43.72  B10  B
11  0.194  44.39  B11  B
1  0.196  41.79  B1  B
2  0.196  45.72  B2  B
3  0.196  45.08  B3  B
4  0.196  46  B4  B
5  0.196  42.33  B5  B
6  0.196  45.7  B6  B
7  0.196  44.44  B7  B
8  0.196  45.27  B8  B
9  0.196  46.03  B9  B
10  0.196  43.66  B10  B
11  0.196  44.33  B11  B
1  0.198  41.67  B1  B
2  0.198  45.78  B2  B
3  0.198  45.14  B3  B
4  0.198  46.27  B4  B
5  0.198  42.46  B5  B
6  0.198  45.7  B6  B
7  0.198  44.18  B7  B
8  0.198  45.07  B8  B
9  0.198  46.29  B9  B
10  0.198  43.6  B10  B
11  0.198  44.58  B11  B
1  0.2  42.15  B1  B
2  0.2  45.78  B2  B
3  0.2  45.14  B3  B
4  0.2  46.07  B4  B
5  0.2  42.9  B5  B
6  0.2  45.18  B6  B
7  0.2  44.18  B7  B
8  0.2  44.94  B8  B
9  0.2  45.89  B9  B
10  0.2  43.53  B10  B
11  0.2  44.58  B11  B
1  0.202  41.43  B1  B
2  0.202  45.65  B2  B
3  0.202  45.21  B3  B
4  0.202  46.13  B4  B
5  0.202  42.52  B5  B
6  0.202  45.31  B6  B
7  0.202  44.37  B7  B
8  0.202  45.14  B8  B
9  0.202  46.03  B9  B
10  0.202  43.47  B10  B
11  0.202  44.84  B11  B
1  0.204  41.49  B1  B
2  0.204  45.85  B2  B
3  0.204  44.88  B3  B
4  0.204  46  B4  B
5  0.204  42.64  B5  B
6  0.204  45.38  B6  B
7  0.204  44.12  B7  B
8  0.204  45.33  B8  B
9  0.204  46.16  B9  B
10  0.204  43.16  B10  B
11  0.204  44.65  B11  B
1  0.206  41.31  B1  B
2  0.206  45.85  B2  B
3  0.206  45.4  B3  B
4  0.206  46.2  B4  B
5  0.206  42.64  B5  B
6  0.206  45.57  B6  B
7  0.206  44.31  B7  B
8  0.206  45.2  B8  B
9  0.206  46.36  B9  B
10  0.206  43.78  B10  B
11  0.206  45.17  B11  B
1  0.208  41.85  B1  B
2  0.208  46.05  B2  B
3  0.208  45.14  B3  B
4  0.208  45.67  B4  B
5  0.208  42.58  B5  B
6  0.208  45.51  B6  B
7  0.208  43.99  B7  B
8  0.208  45.27  B8  B
9  0.208  46.03  B9  B
10  0.208  43.34  B10  B
11  0.208  45.1  B11  B
1  0.21  41.67  B1  B
2  0.21  45.85  B2  B
3  0.21  44.82  B3  B
4  0.21  45.94  B4  B
5  0.21  42.71  B5  B
6  0.21  45.57  B6  B
7  0.21  44.05  B7  B
8  0.21  45.53  B8  B
9  0.21  46.03  B9  B
10  0.21  43.41  B10  B
11  0.21  45.23  B11  B
1  0.212  41.79  B1  B
2  0.212  45.78  B2  B
3  0.212  44.63  B3  B
4  0.212  45.94  B4  B
5  0.212  42.46  B5  B
6  0.212  45.51  B6  B
7  0.212  44.24  B7  B
8  0.212  45.33  B8  B
9  0.212  45.89  B9  B
10  0.212  43.53  B10  B
11  0.212  45.04  B11  B
1  0.214  41.61  B1  B
2  0.214  46.18  B2  B
3  0.214  44.88  B3  B
4  0.214  46.2  B4  B
5  0.214  42.71  B5  B
6  0.214  45.51  B6  B
7  0.214  44.56  B7  B
8  0.214  45.4  B8  B
9  0.214  45.76  B9  B
10  0.214  43.28  B10  B
11  0.214  44.78  B11  B
1  0.216  41.73  B1  B
2  0.216  46.24  B2  B
3  0.216  45.14  B3  B
4  0.216  46.13  B4  B
5  0.216  42.58  B5  B
6  0.216  45.38  B6  B
7  0.216  44.37  B7  B
8  0.216  45.2  B8  B
9  0.216  46.23  B9  B
10  0.216  43.34  B10  B
11  0.216  44.78  B11  B
1  0.218  41.73  B1  B
2  0.218  45.85  B2  B
3  0.218  44.63  B3  B
4  0.218  46.07  B4  B
5  0.218  42.83  B5  B
6  0.218  45.84  B6  B
7  0.218  44.24  B7  B
8  0.218  45.66  B8  B
9  0.218  45.96  B9  B
10  0.218  43.03  B10  B
11  0.218  44.52  B11  B
1  0.22  41.67  B1  B
2  0.22  45.72  B2  B
3  0.22  44.88  B3  B
4  0.22  45.8  B4  B
5  0.22  42.71  B5  B
6  0.22  45.7  B6  B
7  0.22  43.8  B7  B
8  0.22  45.4  B8  B
9  0.22  46.09  B9  B
10  0.22  43.16  B10  B
11  0.22  44.39  B11  B
1  0.222  42.03  B1  B
2  0.222  45.91  B2  B
3  0.222  44.88  B3  B
4  0.222  45.74  B4  B
5  0.222  42.52  B5  B
6  0.222  45.9  B6  B
7  0.222  43.99  B7  B
8  0.222  45.4  B8  B
9  0.222  46.36  B9  B
10  0.222  43.03  B10  B
11  0.222  44.52  B11  B
1  0.224  41.73  B1  B
2  0.224  46.05  B2  B
3  0.224  44.88  B3  B
4  0.224  45.67  B4  B
5  0.224  42.64  B5  B
6  0.224  45.57  B6  B
7  0.224  44.31  B7  B
8  0.224  45.33  B8  B
9  0.224  46.03  B9  B
10  0.224  43.16  B10  B
11  0.224  44.39  B11  B
1  0.226  41.55  B1  B
2  0.226  46.11  B2  B
3  0.226  45.01  B3  B
4  0.226  45.61  B4  B
5  0.226  42.64  B5  B
6  0.226  45.77  B6  B
7  0.226  44.05  B7  B
8  0.226  45.47  B8  B
9  0.226  46.56  B9  B
10  0.226  42.85  B10  B
11  0.226  44.26  B11  B
1  0.228  41.97  B1  B
2  0.228  45.72  B2  B
3  0.228  44.56  B3  B
4  0.228  45.61  B4  B
5  0.228  42.64  B5  B
6  0.228  45.64  B6  B
7  0.228  43.93  B7  B
8  0.228  45.2  B8  B
9  0.228  46.23  B9  B
10  0.228  43.09  B10  B
11  0.228  44.39  B11  B
1  0.23  41.67  B1  B
2  0.23  45.91  B2  B
3  0.23  44.5  B3  B
4  0.23  45.87  B4  B
5  0.23  42.77  B5  B
6  0.23  46.03  B6  B
7  0.23  44.12  B7  B
8  0.23  45.07  B8  B
9  0.23  46.09  B9  B
10  0.23  43.03  B10  B
11  0.23  44.58  B11  B
1  0.232  41.61  B1  B
2  0.232  45.85  B2  B
3  0.232  44.18  B3  B
4  0.232  46.2  B4  B
5  0.232  42.46  B5  B
6  0.232  45.97  B6  B
7  0.232  43.86  B7  B
8  0.232  44.88  B8  B
9  0.232  46.43  B9  B
10  0.232  43.22  B10  B
11  0.232  44.39  B11  B
1  0.234  41.67  B1  B
2  0.234  46.05  B2  B
3  0.234  44.82  B3  B
4  0.234  45.87  B4  B
5  0.234  42.52  B5  B
6  0.234  45.77  B6  B
7  0.234  43.93  B7  B
8  0.234  45.4  B8  B
9  0.234  45.96  B9  B
10  0.234  42.97  B10  B
11  0.234  44.39  B11  B
1  0.236  41.73  B1  B
2  0.236  46.05  B2  B
3  0.236  44.69  B3  B
4  0.236  46  B4  B
5  0.236  42.4  B5  B
6  0.236  45.77  B6  B
7  0.236  43.99  B7  B
8  0.236  44.75  B8  B
9  0.236  46.16  B9  B
10  0.236  42.66  B10  B
11  0.236  44.07  B11  B
1  0.238  41.61  B1  B
2  0.238  46.05  B2  B
3  0.238  44.56  B3  B
4  0.238  45.87  B4  B
5  0.238  42.52  B5  B
6  0.238  46.03  B6  B
7  0.238  43.99  B7  B
8  0.238  45.07  B8  B
9  0.238  46.03  B9  B
10  0.238  42.85  B10  B
11  0.238  44.46  B11  B
1  0.24  41.97  B1  B
2  0.24  46.11  B2  B
3  0.24  44.56  B3  B
4  0.24  45.54  B4  B
5  0.24  42.83  B5  B
6  0.24  45.9  B6  B
7  0.24  44.05  B7  B
8  0.24  44.88  B8  B
9  0.24  45.89  B9  B
10  0.24  42.66  B10  B
11  0.24  44.33  B11  B
1  0.242  41.97  B1  B
2  0.242  46.31  B2  B
3  0.242  44.56  B3  B
4  0.242  45.67  B4  B
5  0.242  42.64  B5  B
6  0.242  46.03  B6  B
7  0.242  44.12  B7  B
8  0.242  44.88  B8  B
9  0.242  46.09  B9  B
10  0.242  42.54  B10  B
11  0.242  44.33  B11  B
1  0.244  41.61  B1  B
2  0.244  45.91  B2  B
3  0.244  44.56  B3  B
4  0.244  45.8  B4  B
5  0.244  42.58  B5  B
6  0.244  45.9  B6  B
7  0.244  44.05  B7  B
8  0.244  45.2  B8  B
9  0.244  46.09  B9  B
10  0.244  42.85  B10  B
11  0.244  44.33  B11  B
1  0.246  41.61  B1  B
2  0.246  45.91  B2  B
3  0.246  44.56  B3  B
4  0.246  45.48  B4  B
5  0.246  42.27  B5  B
6  0.246  46.17  B6  B
7  0.246  44.18  B7  B
8  0.246  45.01  B8  B
9  0.246  46.29  B9  B
10  0.246  42.66  B10  B
11  0.246  44.01  B11  B
1  0.248  41.73  B1  B
2  0.248  45.85  B2  B
3  0.248  44.5  B3  B
4  0.248  45.61  B4  B
5  0.248  42.4  B5  B
6  0.248  45.7  B6  B
7  0.248  44.24  B7  B
8  0.248  45.01  B8  B
9  0.248  45.76  B9  B
10  0.248  42.66  B10  B
11  0.248  44.39  B11  B
1  0.25  41.49  B1  B
2  0.25  45.98  B2  B
3  0.25  44.31  B3  B
4  0.25  45.67  B4  B
5  0.25  42.77  B5  B
6  0.25  45.84  B6  B
7  0.25  43.93  B7  B
8  0.25  44.81  B8  B
9  0.25  45.83  B9  B
10  0.25  42.48  B10  B
11  0.25  44.78  B11  B
1  0.252  41.61  B1  B
2  0.252  45.85  B2  B
3  0.252  44.88  B3  B
4  0.252  45.74  B4  B
5  0.252  42.4  B5  B
6  0.252  45.77  B6  B
7  0.252  44.24  B7  B
8  0.252  45.27  B8  B
9  0.252  46.63  B9  B
10  0.252  42.91  B10  B
11  0.252  44.58  B11  B
1  0.254  41.61  B1  B
2  0.254  46.18  B2  B
3  0.254  44.44  B3  B
4  0.254  45.41  B4  B
5  0.254  42.52  B5  B
6  0.254  46.03  B6  B
7  0.254  44.5  B7  B
8  0.254  45.14  B8  B
9  0.254  45.96  B9  B
10  0.254  42.48  B10  B
11  0.254  44.52  B11  B
1  0.256  41.67  B1  B
2  0.256  45.78  B2  B
3  0.256  44.56  B3  B
4  0.256  45.22  B4  B
5  0.256  42.64  B5  B
6  0.256  45.84  B6  B
7  0.256  44.18  B7  B
8  0.256  45.07  B8  B
9  0.256  46.49  B9  B
10  0.256  42.29  B10  B
11  0.256  44.71  B11  B
1  0.258  41.67  B1  B
2  0.258  45.78  B2  B
3  0.258  44.76  B3  B
4  0.258  45.15  B4  B
5  0.258  42.33  B5  B
6  0.258  45.97  B6  B
7  0.258  43.86  B7  B
8  0.258  45.07  B8  B
9  0.258  46.49  B9  B
10  0.258  42.48  B10  B
11  0.258  44.78  B11  B
1  0.26  41.67  B1  B
2  0.26  45.32  B2  B
3  0.26  44.37  B3  B
4  0.26  45.41  B4  B
5  0.26  42.33  B5  B
6  0.26  45.9  B6  B
7  0.26  44.5  B7  B
8  0.26  44.94  B8  B
9  0.26  46.23  B9  B
10  0.26  42.54  B10  B
11  0.26  44.84  B11  B
1  0.262  41.73  B1  B
2  0.262  45.39  B2  B
3  0.262  44.31  B3  B
4  0.262  45.28  B4  B
5  0.262  42.52  B5  B
6  0.262  46.23  B6  B
7  0.262  44.05  B7  B
8  0.262  44.88  B8  B
9  0.262  46.43  B9  B
10  0.262  42.85  B10  B
11  0.262  44.97  B11  B
1  0.264  41.67  B1  B
2  0.264  45.58  B2  B
3  0.264  44.31  B3  B
4  0.264  45.22  B4  B
5  0.264  42.52  B5  B
6  0.264  46.37  B6  B
7  0.264  44.05  B7  B
8  0.264  44.81  B8  B
9  0.264  46.63  B9  B
10  0.264  42.91  B10  B
11  0.264  44.78  B11  B
1  0.266  41.67  B1  B
2  0.266  45.58  B2  B
3  0.266  44.31  B3  B
4  0.266  45.15  B4  B
5  0.266  42.58  B5  B
6  0.266  46.43  B6  B
7  0.266  43.99  B7  B
8  0.266  44.75  B8  B
9  0.266  46.63  B9  B
10  0.266  42.6  B10  B
11  0.266  44.91  B11  B
1  0.268  41.55  B1  B
2  0.268  45.78  B2  B
3  0.268  44.5  B3  B
4  0.268  44.83  B4  B
5  0.268  42.64  B5  B
6  0.268  46.43  B6  B
7  0.268  44.12  B7  B
8  0.268  44.75  B8  B
9  0.268  46.63  B9  B
10  0.268  42.72  B10  B
11  0.268  44.78  B11  B
1  0.27  41.91  B1  B
2  0.27  45.98  B2  B
3  0.27  44.18  B3  B
4  0.27  45.22  B4  B
5  0.27  42.58  B5  B
6  0.27  46.37  B6  B
7  0.27  44.24  B7  B
8  0.27  44.94  B8  B
9  0.27  46.9  B9  B
10  0.27  42.78  B10  B
11  0.27  44.71  B11  B
1  0.272  41.85  B1  B
2  0.272  45.72  B2  B
3  0.272  44.37  B3  B
4  0.272  45.28  B4  B
5  0.272  42.33  B5  B
6  0.272  46.57  B6  B
7  0.272  44.31  B7  B
8  0.272  44.88  B8  B
9  0.272  46.7  B9  B
10  0.272  42.78  B10  B
11  0.272  44.71  B11  B
1  0.274  41.73  B1  B
2  0.274  45.78  B2  B
3  0.274  44.56  B3  B
4  0.274  45.48  B4  B
5  0.274  42.4  B5  B
6  0.274  46.03  B6  B
7  0.274  44.12  B7  B
8  0.274  44.43  B8  B
9  0.274  46.7  B9  B
10  0.274  42.85  B10  B
11  0.274  44.65  B11  B
1  0.276  41.61  B1  B
2  0.276  45.78  B2  B
3  0.276  44.06  B3  B
4  0.276  44.89  B4  B
5  0.276  42.27  B5  B
6  0.276  46.17  B6  B
7  0.276  44.37  B7  B
8  0.276  44.68  B8  B
9  0.276  46.7  B9  B
10  0.276  42.72  B10  B
11  0.276  44.65  B11  B
1  0.278  41.67  B1  B
2  0.278  45.72  B2  B
3  0.278  44.31  B3  B
4  0.278  44.96  B4  B
5  0.278  42.71  B5  B
6  0.278  46.1  B6  B
7  0.278  44.44  B7  B
8  0.278  44.62  B8  B
9  0.278  46.9  B9  B
10  0.278  42.78  B10  B
11  0.278  44.33  B11  B
1  0.28  41.55  B1  B
2  0.28  45.85  B2  B
3  0.28  44.25  B3  B
4  0.28  44.89  B4  B
5  0.28  42.27  B5  B
6  0.28  46.03  B6  B
7  0.28  44.44  B7  B
8  0.28  44.56  B8  B
9  0.28  46.43  B9  B
10  0.28  42.85  B10  B
11  0.28  44.2  B11  B
1  0.282  41.55  B1  B
2  0.282  46.11  B2  B
3  0.282  43.93  B3  B
4  0.282  44.89  B4  B
5  0.282  42.15  B5  B
6  0.282  46.23  B6  B
7  0.282  43.86  B7  B
8  0.282  44.68  B8  B
9  0.282  46.49  B9  B
10  0.282  42.85  B10  B
11  0.282  44.26  B11  B
1  0.284  41.37  B1  B
2  0.284  46.05  B2  B
3  0.284  43.99  B3  B
4  0.284  44.96  B4  B
5  0.284  42.09  B5  B
6  0.284  46.57  B6  B
7  0.284  43.67  B7  B
8  0.284  44.75  B8  B
9  0.284  46.56  B9  B
10  0.284  42.78  B10  B
11  0.284  44.33  B11  B
1  0.286  41.67  B1  B
2  0.286  46.24  B2  B
3  0.286  44.12  B3  B
4  0.286  44.89  B4  B
5  0.286  42.33  B5  B
6  0.286  46.37  B6  B
7  0.286  43.8  B7  B
8  0.286  44.68  B8  B
9  0.286  46.56  B9  B
10  0.286  42.72  B10  B
11  0.286  44.39  B11  B
1  0.288  41.61  B1  B
2  0.288  45.78  B2  B
3  0.288  43.99  B3  B
4  0.288  44.89  B4  B
5  0.288  42.21  B5  B
6  0.288  46.84  B6  B
7  0.288  43.99  B7  B
8  0.288  44.43  B8  B
9  0.288  46.29  B9  B
10  0.288  42.78  B10  B
11  0.288  44.33  B11  B
1  0.29  41.49  B1  B
2  0.29  45.91  B2  B
3  0.29  44.12  B3  B
4  0.29  44.7  B4  B
5  0.29  42.21  B5  B
6  0.29  46.43  B6  B
7  0.29  43.86  B7  B
8  0.29  44.75  B8  B
9  0.29  46.63  B9  B
10  0.29  42.78  B10  B
11  0.29  44.52  B11  B
1  0.292  41.55  B1  B
2  0.292  45.91  B2  B
3  0.292  44.44  B3  B
4  0.292  44.64  B4  B
5  0.292  42.02  B5  B
6  0.292  46.5  B6  B
7  0.292  43.99  B7  B
8  0.292  44.62  B8  B
9  0.292  46.49  B9  B
10  0.292  42.54  B10  B
11  0.292  44.33  B11  B
1  0.294  41.55  B1  B
2  0.294  45.58  B2  B
3  0.294  44.25  B3  B
4  0.294  44.7  B4  B
5  0.294  42.15  B5  B
6  0.294  46.77  B6  B
7  0.294  43.93  B7  B
8  0.294  44.56  B8  B
9  0.294  46.7  B9  B
10  0.294  42.6  B10  B
11  0.294  43.88  B11  B
1  0.296  41.25  B1  B
2  0.296  45.85  B2  B
3  0.296  44.06  B3  B
4  0.296  44.89  B4  B
5  0.296  41.9  B5  B
6  0.296  46.57  B6  B
7  0.296  44.05  B7  B
8  0.296  44.68  B8  B
9  0.296  46.9  B9  B
10  0.296  42.85  B10  B
11  0.296  44.01  B11  B
1  0.298  41.37  B1  B
2  0.298  46.31  B2  B
3  0.298  43.99  B3  B
4  0.298  45.09  B4  B
5  0.298  41.9  B5  B
6  0.298  46.37  B6  B
7  0.298  43.86  B7  B
8  0.298  44.56  B8  B
9  0.298  46.83  B9  B
10  0.298  42.48  B10  B
11  0.298  43.69  B11  B
1  0.3  41.49  B1  B
2  0.3  45.98  B2  B
3  0.3  43.99  B3  B
4  0.3  44.96  B4  B
5  0.3  41.96  B5  B
6  0.3  46.43  B6  B
7  0.3  43.48  B7  B
8  0.3  44.56  B8  B
9  0.3  47.17  B9  B
10  0.3  42.48  B10  B
11  0.3  43.88  B11  B
1  0.302  41.55  B1  B
2  0.302  46.18  B2  B
3  0.302  43.87  B3  B
4  0.302  44.77  B4  B
5  0.302  41.96  B5  B
6  0.302  46.64  B6  B
7  0.302  43.8  B7  B
8  0.302  44.3  B8  B
9  0.302  47.38  B9  B
10  0.302  42.35  B10  B
11  0.302  43.82  B11  B
1  0.304  41.31  B1  B
2  0.304  46.44  B2  B
3  0.304  43.87  B3  B
4  0.304  45.02  B4  B
5  0.304  42.33  B5  B
6  0.304  47.18  B6  B
7  0.304  43.74  B7  B
8  0.304  44.75  B8  B
9  0.304  46.83  B9  B
10  0.304  42.35  B10  B
11  0.304  43.94  B11  B
1  0.306  41.49  B1  B
2  0.306  46.78  B2  B
3  0.306  43.99  B3  B
4  0.306  45.09  B4  B
5  0.306  41.96  B5  B
6  0.306  47.38  B6  B
7  0.306  43.67  B7  B
8  0.306  44.24  B8  B
9  0.306  46.63  B9  B
10  0.306  42.05  B10  B
11  0.306  43.69  B11  B
1  0.308  41.91  B1  B
2  0.308  46.78  B2  B
3  0.308  44.25  B3  B
4  0.308  44.89  B4  B
5  0.308  42.33  B5  B
6  0.308  47.52  B6  B
7  0.308  43.8  B7  B
8  0.308  44.36  B8  B
9  0.308  46.9  B9  B
10  0.308  42.48  B10  B
11  0.308  43.69  B11  B
1  0.31  41.91  B1  B
2  0.31  46.11  B2  B
3  0.31  44.25  B3  B
4  0.31  44.83  B4  B
5  0.31  42.4  B5  B
6  0.31  47.31  B6  B
7  0.31  44.18  B7  B
8  0.31  44.62  B8  B
9  0.31  46.9  B9  B
10  0.31  42.66  B10  B
11  0.31  44.01  B11  B
1  0.312  41.73  B1  B
2  0.312  46.05  B2  B
3  0.312  44.18  B3  B
4  0.312  45.02  B4  B
5  0.312  42.77  B5  B
6  0.312  47.18  B6  B
7  0.312  44.05  B7  B
8  0.312  44.36  B8  B
9  0.312  46.97  B9  B
10  0.312  42.54  B10  B
11  0.312  43.94  B11  B
1  0.314  41.43  B1  B
2  0.314  45.45  B2  B
3  0.314  44.37  B3  B
4  0.314  45.28  B4  B
5  0.314  42.9  B5  B
6  0.314  46.57  B6  B
7  0.314  44.18  B7  B
8  0.314  44.43  B8  B
9  0.314  46.63  B9  B
10  0.314  42.85  B10  B
11  0.314  43.75  B11  B
1  0.316  41.85  B1  B
2  0.316  45.52  B2  B
3  0.316  43.93  B3  B
4  0.316  45.02  B4  B
5  0.316  42.52  B5  B
6  0.316  46.23  B6  B
7  0.316  44.63  B7  B
8  0.316  44.94  B8  B
9  0.316  46.76  B9  B
10  0.316  42.66  B10  B
11  0.316  44.2  B11  B
1  0.318  42.15  B1  B
2  0.318  45.45  B2  B
3  0.318  43.93  B3  B
4  0.318  44.83  B4  B
5  0.318  42.21  B5  B
6  0.318  46.23  B6  B
7  0.318  44.31  B7  B
8  0.318  44.75  B8  B
9  0.318  46.76  B9  B
10  0.318  42.91  B10  B
11  0.318  44.33  B11  B
1  0.32  42.21  B1  B
2  0.32  45.98  B2  B
3  0.32  43.93  B3  B
4  0.32  45.09  B4  B
5  0.32  42.52  B5  B
6  0.32  46.03  B6  B
7  0.32  44.31  B7  B
8  0.32  44.81  B8  B
9  0.32  46.29  B9  B
10  0.32  42.6  B10  B
11  0.32  44.2  B11  B
1  0.322  42.21  B1  B
2  0.322  46.05  B2  B
3  0.322  43.8  B3  B
4  0.322  45.09  B4  B
5  0.322  42.15  B5  B
6  0.322  45.9  B6  B
7  0.322  44.37  B7  B
8  0.322  44.62  B8  B
9  0.322  46.49  B9  B
10  0.322  42.6  B10  B
11  0.322  44.2  B11  B
1  0.324  42.27  B1  B
2  0.324  46.31  B2  B
3  0.324  43.99  B3  B
4  0.324  44.96  B4  B
5  0.324  41.96  B5  B
6  0.324  45.84  B6  B
7  0.324  43.86  B7  B
8  0.324  44.49  B8  B
9  0.324  46.36  B9  B
10  0.324  42.35  B10  B
11  0.324  44.14  B11  B
1  0.326  41.49  B1  B
2  0.326  45.98  B2  B
3  0.326  43.62  B3  B
4  0.326  44.96  B4  B
5  0.326  41.96  B5  B
6  0.326  45.9  B6  B
7  0.326  43.93  B7  B
8  0.326  44.62  B8  B
9  0.326  46.7  B9  B
10  0.326  42.48  B10  B
11  0.326  43.94  B11  B
1  0.328  41.55  B1  B
2  0.328  45.85  B2  B
3  0.328  43.99  B3  B
4  0.328  44.96  B4  B
5  0.328  42.15  B5  B
6  0.328  46.1  B6  B
7  0.328  44.18  B7  B
8  0.328  44.49  B8  B
9  0.328  46.83  B9  B
10  0.328  42.66  B10  B
11  0.328  43.75  B11  B
1  0.33  41.91  B1  B
2  0.33  45.91  B2  B
3  0.33  43.62  B3  B
4  0.33  45.28  B4  B
5  0.33  42.27  B5  B
6  0.33  46.03  B6  B
7  0.33  43.8  B7  B
8  0.33  44.11  B8  B
9  0.33  46.63  B9  B
10  0.33  42.29  B10  B
11  0.33  44.01  B11  B
1  0.332  41.67  B1  B
2  0.332  46.18  B2  B
3  0.332  43.8  B3  B
4  0.332  45.15  B4  B
5  0.332  42.27  B5  B
6  0.332  45.51  B6  B
7  0.332  43.99  B7  B
8  0.332  44.3  B8  B
9  0.332  46.23  B9  B
10  0.332  42.23  B10  B
